userName,komentar
sigit Gunawan,drivernya baik dan ramah
Randi Jaya,mantap
dhaviet bhotakx,ok driver nya ramah terimakasih
linda sulastrilestari,"Sorry saya kurangin bintangnya.. Memang harga lebih murah dibanding yang lain, tapi kemarin saya di Yogyakarta pakai Maxim sangat jelek pelayanannya,,,masa saya udh 4x pesan di cancel seenaknya sama mereka, saya sudah nunggu lama,, hanya karena mereka tawarin ke toko oleh-oleh tapi saya tolak karena memang belum mau beli oleh-oleh eh di cancel seenaknya sama mereka,,tolonglah kasih hukuman buat driver yang kayak gitu biar gak seenaknya."
Maya Noerasiah,bagus
Arsi Abdan,Bagus dan Murah
Muhamad Pool,good job 👍👍👍👍👍
mifa sata,terimakasih dan Tuhan jaga selalu
PRESTIGE MARTIAL ARTS SCHOOL,mantap
Sadaju Ostian,mas nya baik sabar jugaaa... terimakasih untuk pagi ini:)
boby morang,sangat membantu
Dea Sekar2000,Selalu bertemu dengan driver yg ramah👍
Ady Zacharias,good
muhammad erwan,"Momonikatif, dan ramah. Lebih hati-hati jika mengemudi."
gwen ridwan,sangat baik dan amanah
Aida Sholiha,pelayanan baik dan ramah
Roosjet Frida Haumahu,Maxim kereeen...harga lebih murah dan pelayanannya cepat....Sukses sllu untuk Maxim....🙏☺️👌👍
Naufal Rasyid,baik
Rian Pasha,mantab
Nathaniela Kezia Hermawan,Lama mencari pengemudi yang siap untuk mengantar. Sepertinya enggan untuk pick up penumpang
Ikmal rizky ramadhan,diskon scam aplikasinya
Samaraadya Belva,ok
Kresna Ihza mahendra,aplikasi bagus
Muhammad Usman,titik jemput harap d tingkatkan kembali
Natasha Natasya PV25,sbr
Saproni Roni,good
Hana Afnisa reza,supir nya baik
Rayhandii .p,driver nya lama sampe kalo gk pake tips tambahan
Syah rudin,4bintang
Gatot Tria.S,safety
Fakhrul Razi,terimakasih maxim
Boyan Boan Boan,terimakasih pak
ahmad ma'arif,Terimakasih pak.
Arsen angga,Good
Fatmah Obah,ok
Ahmad Junaedi,mantap sekali maxim
Fury Blaster,"ngebuat nama baik tercemar, hingga sya di cap murid pemalas, pdhl driver kalian sendiri yg malas"
M.Khairul Warman,pertahankan👍
Landi Erfan,terima kasih
Surya Rudi,baik dan Ramah
DOC CUMENTASI,oke
Niia,"alhamdulillah abg maxim nya baik,, terimakasih abg😊"
Irhas Abd,makasih mass
Septian zfc,bagus
Nur Khamim,"pelayanan baik, rute pilihan bagus, ramah. mantab"
Rachmat Andi,pelayanan sangat baik🤩
Gun Hapy,mantap drivernya. nyamann
petra latudasan,terimakasih pelayanannya🙏
Wasrudin Udin,tepat waktu
Dodi Supriyadi,percobaan dulu
Irfan Wilder,ram dan baik hati
adella jasmine,"Pengemudi sopan, ramah & tahu banget jalan"
BLACKY guv,layanan yang bagus dan murah
Rahman Firdaus,mantap
Jefry Jamka,siiiip
Michael Orlando,Mantap
Anies Ege,baik
Jessica florencia,Driver terimakasih sudah diantar dengan selamat
Rian Tini,supir ramah armada bersih
Suratmi Ratmi,4 dulu
Aghata Anggraini,ulalabebeh dah pokonya nooh liat bintang ajah tandanya apa🤩🤩🤩
ISKANDAR,terima kasih
Rio Megawiguna,keren
Hoirun Anisa,driver sangat baik dan sopan
Nabila Kartika,mantap
Alam Tehnik,driver ramah
Sena ridky setiawan Nell,terimakasih atas pelayanan yg baik
Xavacs,ok
Subscribe Dicky Staz,"Harga Ongkir Lebih Murah Dari Aplikasi Sebelah, Mantap 👌"
Afran Ramadhana,"Maxim sekarang sudah merakyat di kota saya..dgn harga yg bersaing Maxim mampu mengambil hati masyarakat Padang.. Saran Maxim harus bisa tampil beda dr driver online lain nya, seperti saat order menambahkan fitur pelanggan bs menentukan pilihan diantara driver yg online di sekitarnya dgn tampilan mobil dan identitas supir nya..krna saya pribadi sdkit kecewa sering mendapatkan mobil yg tidak layak (tahun lama) dan AC tidak hidup bahkan di cuaca yg panas driver malah tidak mau menghidupkan AC.."
Linda Rika,mengantar ayank dengan baik
Jum Nofo,Sangat ramah dan pelayanan prima
Bujang Tono,supir ye ramah dan baik thks ya
sugi 2022,sangaat luar biasa.. trimakasih
Rany Muhammad,Sangat membantu sekali untuk bepergian
Baktiar Aprian,bagus
Silvi Anggraini,ramah baik dan Alhamdulillah sabar menghadapi penumpang ibu2 hehe
mustakin,alamat dlm maps nya tdk lengkap
Chamsyah Azzahra,mas maaf ya slh titik
Andini Maulidia,mantep
Sandy abdlh,terimakasih maxim
Dedi Krestanto,sangat baik driver nya nyambung diajak ngobrol
Bujang Hiardi,baik
Nani sihombing Sihombing1998,"Ramah , sopan dan disiplin"
Jerry Jerry,terbaik
Tantri Andini,Drivernya ramah
sherly sh,tolomg siapa pun cs dr maxim email saya. driver gojek melakukan tindakan sesonoh
nanto fitri,coba dulu bos
teguh ali,driver ramah
Julita Julita,Ngk bisa mesen makanan
Maulana Sentika,murah
Darmuslim Muslim,Anca anca anca anca 5
Atin Wijaya,Sskarang pendataranya beda yg dulu
Anisa Rahmawati,pelayanannya ok harganya juga mampu menyaingi ojek online lainnya
Vita Lpg,Mantaf
Ramadhani Rahim,mantap
Dendi Nomnafa,baik sekqli
Dodo Baros,baik
Heru Rizal,pelayanan sangat bagus
Shinta Dewi,Maksudnya apa niiih maxim masa sy download uda ngisi no.tlp sm warga negara pake acara verifikasi gambar srh contreng byk bngeet lamaaa uda slsai gk bs dibuka paraah amaaaat siiih biasanya gk kyk bgtu kecewa bngeeet sy👎👎👎👎👎👎
Lukman Syahbana,baik
Muhammad abidzar Al-Ghifari,"Order telah dipenuhi oleh: Joni Saputra dengan Motorcycle, warna merah, nopol BG5202AEF. Terima kasih atas perjalanan Anda!"
Ati Zaimarul Kasyati,"sangat cepat,..amanah remonded"
Evian Anshori08,"respon cepat , driver nya ramah dan sopan .. sukse selalu pak 🙏🙏"
Nadia Azzahrah,goof
Ferry Ferbiansyah,"mantap lah, banyak tuh bintang'a 👍👍"
Heri noto,terima kasih
Sri Lestari,ok
Wendy Mahardika,pengiriman cepat drivernya ramah
Dewi Yana,baik
Sitiatika Tika,baik
Jasunn Jasuun,sangat Bagus
Oliv Yudhapratama,driver nya tau jalan dan ramah👍
Ami Dianti,sangat baik
Bagus Setiawan,"thank you brother, terbaik..👍🏻"
Wahyu Jadmiko,sangat bagus
Deni Maryani,driver baik hati
Desti Intan,keren pisan drivernya
Alex Alfarisy,Mantap
Dilla Dilla,terimakasih abang Driver
Antok Nurma,driver ramah dan enak diajak ngobrol
Oppo A54,keren
RNH 81,Ramah dan sopan tepat waktu..ok pokoknya.
Muhammad Zamroni,ok
Muhammad Rizky,terbaik
Hani Rismawati,abangnya wangi perjalanan juga baik selamat
Krishna Mahira,Apk keren
Abizar Custom,trimakasih 🙏🙏
Ana Cahya,bagus
Abigailester Siregar,pelayanannya baik tepat wkt
okali okali,Bagus
Wahyu 12,good👍
ovhy suara,sopan dan berkendaraan dengan baik
arifbudiawan prasetya,like buat sopir ny
Gancrong Gancrong,is ok drivery.
Dwi Evalina,ok
ahmad 1b,"kecewa,saya tjuan dari lokasi A ke lokasi B,awal order harganya 39.000,sampai lokasi berubah jadi 41.000,pulang dari lokasi B ke lokasi A,pas order 40.500 sampai lokasi 45.000,gmana nih developer yth."
Ramadoni Putera,makasih om
Dinda Kristina Napitupulu,sangat baik
Bambang Hermawan,oke
Frans Deni,good
Harum,jos
Kasdira Wani,rama orangnya kato anak bujang😀😀
Sarjang Muyasar,oke
ati dani,pelayanan lancar
Andhita Ditha,terimakasih sudah mengantar kmi SMP rumah.
Novi Upi,terbaik
wempi elvana,bintang 1000 kalo ada
Kiki Bagus,trima kasih
M aldy Saputra,mantap
Sulistio Amri,driver dan mobil bersih
Esti Wardiningsih,oke
Hari 2018,pelayanan sangat ok
Priliana Nindy,puas
Bayu Ocin,👍👍👍👍
Rini Penganten,maxim is the best👍👍👍
Zainaldi,Bagus
Kholifah Siddiq,ABG nya baik banget dan sopan
Sindu Mulyono Gunawan,good
syam muhier,sangat friendly
Dwi Atmojo,bagus
kodok beuty via,tepat waktu sikap baik dan ramah safety enak di ajak diskusi senang memakai jasa nya motor terawat dan bersih
Mimin Resmini,driver cepat sampai
Eko Galery,"order mudah, murah, driver ramah"
Novandri Edison,kasih
Mu Awanah,"pelayanan sangat baik , orderan cepat sampai, terimkaaaih"
Hopururohim Hopur,puas
Samani Samani,driver josss
Novi Tasari,Ini gimna si ko buat yang food nya blm bisa non tunai
diana tuhuteru,puas
Aris Ts,bagus
Bunga Mrdla,sangat baik sekali
Redi Renaldi TV,"maxim,tarif murah,pelayanan baik"
mela andri,👍👍👍👍
Akbar Zulfikar,bapak ini orgnya ramah
Gracia theresya,"Lagi cek ongkir,trs pas keluar dari aplikasi tb"" udah ada chat dari driver padahal belum pencet order ..dan itu terjadi berkali kali...nyesel pake Maxim"
JANUAR SIGIT,Sya kasih bintang 3 dulu yaa boss
IT'S LENY,"Mantap,,, drivernya ramah👍"
Surtinah “Tasyaencut” Surtinah,pelayanan nya ok bangat dan cepat sampai nya
Syahlian Tasri,"bersikap sopan dan ramah, mengemudi dengan sangat aman"
Sonia M,"Susah banget yaa alamatnya, terus kenapa pembatalan pemesanannya susah udah pencet beberapa kali tetep aja gitu"
Fitri Raharjo,syg'y maxim tdk bisa bisa top up
Khoirul Anam,driver dapat dipercaya
Agus Tomi,bagus
Kania Wahdini,cepat dan baik
Agus Sidiq,bagus
Rima Rahmawati,"baik, pas respon"
Alika Aila,mantap
Andi Siswanto,bagus
Rin Rin,tetbaik
Mentari Ceudeum,baik dan mudah kenall. mksh yaaaa
dimas trading,ok
Bintang Setiana,memuaskan
Sasriani saharuddin Sasri,"Beri bintang 3 dulu yaa, kalau betul"" bagus. Nanti bintang saya tambahkan lagi"
Dara Lativa,"Kalo mau mesan makanan susah, web nya nggak jelas. Kenapa nggak d tampilkan aja lgsg d aplikasi? Terus map nya juga sering tidak sesuai titik, semoga d baca ya sama pihak maxim"
ahmad wani,mantap
Dion wiyono,cepat ramah
Fitria Sartika,lama banget pncriannya.... tp mbilnx bgus .driver juga ramah
Ardi Forever,terima kasih
Bambang 01,puas
Wahyu Iskandar,driver sangat2 baik
Riyadi Slamet,bagus cepat di respon .
Sang Pengelana,"terima kasih maxim, sangat membantu.."
LISMAN,"Order telah dipenuhi oleh: Asrul dengan Motorcycle, warna merah muda, nopol DP3186UC. Terima kasih atas perjalanan Anda!"
Suroto,Puas banget kl kmna mna gk ribet pakai maxim dan murah
Diki Haryadi,Nice si rekomended bgt harga terjangkau aplikasi mudah dimengerti da gak ribet driver ramah ramah wangi wangi lagi🤭lanjutkan terus semoga sukses
Evianty dO,sangat nyaman
Ulya Yayak,baikkkk
Ky Tuk (Iky suji),mantap
nina goncalves,Driver ramah dan ontime.
Nana Andin,"sangat ramah, sopan sukses selalu sehat selalu"
Ratna sari daeli SMAN1palika,bagas
Kasmawati mullar,mantap
Agus Martins,baru pertama kali jadi kasih 4 bintang dulu
Tazkia Dzikro,good
Alvin channel,"drivernya ramah, cepat sampai"
D sahary NR,good
Ida Triastutik,driver nya ramah harga juga ok sangat membantu setiap hr sy pesan maxim
Riski Amelia,"sangat baik, ramah, jujur, amanah"
Farhan Faturrohman XII TKJ 1,Semangat
Amirah Ambar,terimakasih pelayanan terbaik
Aqsani Media,Driver ada dimana mana
Sri Luluk Setiyowati,"terimakasih bapak, pelayanannya cukup baik 🙏🏻"
Pusat Budidaya Konservasi Laut,pelayanan oke harga terjangkau thx maxim
Imam ayatullah Ayatullah,"Amanah, dan sabar waktu mencari alamat y"
ibrahim bram,good
Fuji Mujiyono,ok
HERNI HERNI,ramah
Andriyani,Masya allah
mulia aseng,"Kasus viral terbaru Pekanbaru, kucing teman saya dilarikan supir maxim car , tidak diantar ke tujuan sekarang menunggu proses hukum"
Marwa Wati,baik
Adi Susanto,cepat ramah
Gebriella Tarigan,ramah
Indah Rosita,"Hallo maxim, apakah bisa di atur jika menginginkan ojek wanita, agar lebih nyaman dan syari?"
Mea Manek,pelayanan cepat dan tepat memuaskan
fani Bulu,sangat ramah kakanya
Yumna Nabila,"baru pertama nyoba dan langsung suka, semoga sukaaaa"
Ardianto,Sangat bagus sekali
SURYA SATRIA ISMAIL,bagus
Dewi Sartika,Abang nya baik gercep cara mengendarai motor nya juga baik.. semangat terus buat Abang nya
Andriana Ovi,baik
Reffita Yuliartri,drivernya terbaik.. terima kasih maxim.. harga terjangkau.. pilihan terbaik
reza Kusumah,bagus
Fitri Dwi,good job
novia ramadhani,sangat nyaman
Rahma Fitria,good job
Amalliyatus Solikha,"bapaknya baik ramah, pelan pelan, disiplin top"
Okhy Ambokari,terimakasih sangat membantu sekali 😇. Gbu
Eruki Yarangga,murah
Desri Hayati,sangat baik
Rumat Klaten,pelayanan baik dan ramah
Lianti Mandasari,terima kasih kk
Joel Anto,"Titik Lokasi Jemput Tidak Akurat, masih kalah jauh dengan GoJek/Grab."
Daffa Anugrah,sangat cepat
Rifni Nopitasari,"sopan, baik. walaupun salah titik, drivernya ga marah. sabar bgt"
Neki Hidayat,mantap
Will Be channel,mantap aplikasi ini
Christian Angel,driver nya ramah
Rahmawati Aria arifin,terima kasih atas penjempuatan dan pengantaran.kami sangat puas
Risaldi Zain,"luar biasa , saya kurang uang bayar tapi driver nya ga masalah"
Lasta riani Exsia,Bagus
Fahruc Tuty,bagus
Ariff S,😊
Muhamad Purnama,hatur nuhun....sing seeur rejekina kang
Adhy Rama (Maulana Adhy),fast drivernya 👍
aryanto dony,driver nya mantap...terima kasih mas Arief
Yusuf Ali,mantap
Cicilia kambali,"Bapa nya baik,dan ramah😇"
riski rahma,"Dih nyebelin bgt masa drivernya sering save no cs sih 😭😭malah AQ baru tau klo drivernya bisa nyimpen no kita huhuhu sedih sering d cht in Ama mereka 🖕🖕 , kebanyakan driver nya pada kek taik , cuma 1 ,2 doang yg baek"
Haswadi Hamsah,memuaskan
Cipto Diharso,Baik sekali
Richard Nuno,sangat membantu
Syall Haju,"mau nanya gimana cara ngeblokir driver yang suka seenaknya minta bayaran tidak sesuai aplikasi, minta uang lebihnya keterlaluan setiap saya mesan Maxim car selalu dapet driver itu 😤☹️"
Asri Aja,baik dan sopan
Meilinus Buulolo,mantap
Elka Notinoti,driver mobilnya banyak yang baru belajar nyetir
Lusi Ey,baik bgs komunikasi
Eman Ramon,"harus banyak perbaikan, karna di app tidak terlihat posisi driver"
Taufik Usman,pelayanan bagus
Osa Last Friend,Ayaken sitem poto di pesan
Erdha Wati,puas
Atta Salsa,terimakasih... ontime datang ny dan cepat sampai ny..
Arni S Setiawan,baik sangat hati2 dlm berkendara tau jln
Afri Andi,terima kasih
Arianti Yusuf,Luar Biasa Sangat Puas Dgn Pelayanannya Sukses Selalu Buat Maxim 👍👍👍👍👍👍
Iyan Pratama,pengemudi ramah
Rehal Lubis,ok
MASAYU AQILAH N.R AISYAH,makasi kak
Hariyano Maharissi,OK
vernandes andes,good
Yasin Darusamsi,sangat memuaskan
Christin Krisnawati arief,cepat
Rabitha Studio,Terima kasih maxim
aslina saragih,mantap
Hasna Sandita,bagus
Wisam Nusantara hp,Servernya ngawur
Ahmad avandi,Maxim emng the best lahh suka bnget Sma pelayanan nya mantapp
Indriana Ummu Habsyi&Hasby,LaailahaillALLOH ALLOHuakbar SubhaanALLOH Alhamdulillaah.. 🌍🌴🏩🏪🏡🕌📡
Stephanie Georgina,Murah
Mul Yadio,Apl gk jlas gk akurat
Klarisa Nody,ok
Imelda hassan,baik.
Bagus Aryanto,sangat nyaman
gondrong 0406,makasih
usep agung subagja,thankyou
Shinta Fitriyani,ramah dan baik mas nya
Angga Yudha,Good
Muhammad Bayu,"Saya kecewa dengan pengemudi Maxim , ini sudah yg 3 kali nya, sya mesen makanan nggak ada yang mau ambil orderan padahal pengemudi nya banyak loh , dan harga nya juga sudah saya tinggikan , tolong di perbaiki lagi sistemnya . Trimks"
Bang Nal,sangat mantapppp
Muhamad juanda,maxim/driver nya mantab sy tertolong bensin habis di tengah pejalanan abang nya mau nolong di setut sampai ketemu pom bensin luar biasa
Dayat Dayat,terimakasih sangat puas dgn pelayanan nya
Andika Budi,baik bagus
agem lestari,hj8
Magdalena Silitonga,Aplikasi ojol terbaik & mudah digunakan..
Aditya Oke,"drivernya baik, makasih y ...."
Pupung Kurnia,"Gimna sii log in gak bisa mulu, udah gw uninstal lagi gak jelas"
somayoga 2007,kadang titik tujuan Maxim sering tidak sama / tidak ada
Ema Lestari,bapaknya seru enak d ajak ngbrol... sama mencari rute terbaik biar cepat nyampe
Asep Pudin,trimkasih bnyk bang
LUKMAN NUL HAKIM,Baru gabung semoga lancar dan berkah
Aliachmad goldfish,oke
Ridwan Saidi,sangat baik
Muhammad Zahrul Abidin,Alhamdulillah
Viktor Ende,Terima🙏💕 kasih drivernya baik
mulyadi gusri,pengemudi ini harus banyak dapat orderan nih min suport dia yaa min dalam orderan
Nurul Hasanah,bagus sih tapi kadang alamatnya suka ga ada atau bahkan suka ga sesuai
Bernadus Bannu,sehat2 terus bapak
Robiyanti tri,sangat ramah
rahma rahma,"tutup pendaftaran driver, dan mobilnya juga batasi tahunnya, jgn mbil tua diambil juga, wilayah Makassar"
Syarifah Dahlia,ramah
Alogaritme Alogaritme,asik
Malin Kundang,"Saya suka cuma yaa seperti yang lain buat cari lokasinya suka gak akurat,"
Deska Wulandari,"drever,nya sangat baik kepada konsumen,nya"
Wah Yudi,Mantap murah ...meriah
Mita Suci,orangnya ramah terimakasih
Ena Afif,ok matap
Dahlan Watihellu,mantap kawan
Desitha Itaa,sangat ramah
Resti Yustirawati,Abang nya baik👍🏻
diah fitri,"baik, ramah"
Muhdandiapriadi 123,ramah
widijati santosa,mantap pelayanan nya
Piah Nar,baik
Rangga Kusuma,"Gimana sih apk Maxim ini, kok lamaaaaa bangett nunggu kode verifikasinya, tolonglah untuk apk Maxim kenapa harus lama lama bangettt sihhh Please lah apk Maxim kok lamaaa bangett nunggu kode pas login itu loh, kalo emang ada kendala yah seenggaknya kasih pesan kek atau apa jadi bisa tau problemnya dimaan."
Aldi Noris,Ni no costumer service nya mana tolong lah kalo orderan selesai jangan sampe driver sama penumpang masih bisa chat .. banyak driver nakal
Dyandra Lukita,dari segi harga lumayan murah.
November Day,mari kuningkan..
Amrizal Hadi,tepat waktu
ihwan maulana,ramah dan sangat baik
nunung the,baik
Melinda Sary,sopan pak gojek nya loh
Akbar Cell,"mantab,,,,"
edwin eko,terima kasih
Nesya Pattipeiluhu,ramah baik
Firman Syah,Yaman dan tejangkau
Yeni Sitianggraeni,Memuaskan
Tita Aja,pelayan baik driver ramah
Afdiana Afdiana,tahu jalan
fitra abi saputra,"Pelecehan, salah satu orang maxim melecehkan saya megang paha saya dll mohon dipecat/blacklist dari maxim!!!"
Yonita Putri sr,makasih..
Es buah Jadul,kurir nya ramah 👍🏻
Sumarti Marti,driver nya ramah
eka septianti,pokokny the best mas nya
Amelia Rizki,good
Nurlia Yustida,perbaiki applikasi
Bola bola,sangat membantu
guys,sopan baik top
Raynaldi Rey,kurang update lokasinya
Fika Chu,"ramah,bersih"
Zhea Alaska,akang y baik
Jaka Wae,ongkosnya murah... sayang susah kali bentuk map nya
Zaky Azkary,ramah
Dyah Ayu Sagita Putri,puas banget bapaknya baik dan sat set
Nazrul Fauzan Nastily Fauzan,cepat dan driver nya baik dan sopan
Herdiaz Ayla,wangi drivernya
Anwar Dahlan,bagus
Mayang Panu,lumayanla
Muamar Romadoni,baarakallaahu fiik
fadel ferdiansyah,sangat baik
Kastono Kastono,baik
Welman Sinaga,sangat ramah
Selvia Amelia,sangat baik
Alfiya Alfiya,menyenangkan
Yoel Handri,saya tidak order malah masuk orderan
ROSID ROSID,good
dicky Ken shung,good
Tomspel,good
Sarah Hermin Salipadang,good job
Rangga Jonathan Ng,asik banget ngobrol juga nyambung
Irsan Jaya,"aku bingung maw nulis apa,tetap semangat"
Novianti Novianti,👍
Silvi Rahmadhanti Lestin,sangat ramah
Hari Wahyudi,goodjob
Upin Ipin,"Driver Tidak ramah sebagian.,."
Akun Montoon,Terima kasih
Biyant Subiyanto Sudirdja,Ojeknya Pak Darmawan ok 👍👍👍👍👍👍👍
Inayah Khairunnisa,sesuai kinerja 👍
Anna Cahyani,"terima kasih, hati"" di jln & semoga banyak rezeky nya 🙏"
Isni,Abang nya baik bgt top
Nhaii luffar,baru sekalii jlan ojeknyaa tau aja jlan yg pling cept.. jdi nya cept smpee dehh alhmdllah terimaksihh abang ojekk🙏🙏
Velia Firma yesa,sangat baik sekali
ney,di dominasi driver yang kurang ramah dan tidak sopan dalam bertutur kata.
Ade Subardjo Winardi,ramah
Yudi Kasna,"sangat* recomend pakai driver ini, 🙏🏻"
Anten Kowilhan,sangat ramah baik sopan tepat waktu jujur sangat puass
Namani Anam,sangat memuaskan pelayanannya ramah dan tarif terjangkau. mantap 👍👍👍
Aat Safaat,Josss
Mukmin Boneng,aplikasi baik
rafael hutagalung,pelayanan nya bagus para driver nya ramah
Marlina,"sangat senang dgn pelayanannya,nyaman🤗🤗"
Rudi Kriid,oke sopir josss
anto pitak,"Masa harga di aplikasi 11rb pengemudi meminta 35rb ada bukti chat nya tapi sayang gabisa upload Poto screenshot nya, sangat tidak di rekomendasikan"
Ellyn Herlyna CHANNEL,driver yang jemput beda sama di aplikasi.. motor juga beda.. kdang driver menggunakan lebih 1 akun
trubus wiyono,mantep.... lebih hemat
Kiagoos Isrinaldo,Menang banyak yg punya aplikasi kalo sistem nya begitu
Nur Badriah,ᵇᵃⁱᵏ
Sapto Putro HS,Sangat profesional dan paham dengan keluhan pelanggan Sangat direkomendasikan untuk pesan ulang pada terapis ini.
